distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
53.46625281,51.50305703,2.929967251,1,0,0,1,1
12.31256425,3.576338074,0.2408599652,1,0,0,0,0
15.51607222,2.084812516,0.2779236791,1,0,1,1,0
2.844242203,0.08169798063,0.3612763788,1,0,1,0,0
54.62378894,0.09884227688,1.447210643,1,1,0,0,0
10.11487051,3.11661026,0.2590244362,1,1,0,1,0
54.21071172,0.0994147616,0.130204916,1,0,0,1,0
13.24228498,3.910097539,8.098578942,1,1,1,1,0
19.46397286,1.007070726,0.5083751227,1,0,0,0,0
24.06157278,15.56677395,6.734175412,1,0,0,1,1
9.096699529,20.69410449,2.210830391,1,1,0,0,0
5.726323495,3.794032356,0.7813862426,1,0,0,1,0
5.493253924,0.4932360947,0.3062933616,1,0,0,1,0
8.307588104,1.406535018,0.9246163968,1,0,0,1,0
3.658983277,27.59719418,0.2009236789,1,1,0,0,0
9.624131435,2.208094311,1.345266548,1,0,0,0,0
35.92606434,0.4803702304,2.038056037,1,0,0,0,0
17.91636157,0.283930139,0.9106605919,1,0,0,0,0
12.07687057,6.009958568,0.4523093747,1,0,0,0,0
0.4305803148,0.9998084118,0.4909528049,0,0,0,1,0
3.420403267,4.581595111,0.3818896976,1,1,0,1,0
12.94155195,0.03525404054,0.9465320228,1,0,0,1,0
68.34065623,0.4569366698,0.6301739252,1,1,0,1,0
0.6919737018,38.75163182,0.5437878323,0,0,0,1,0
2.019241917,0.03354358418,0.324658121,1,0,0,0,0
79.20549275,0.169627646,7.070340909,1,1,0,0,0
39.49571133,1.503982906,4.316018102,1,0,0,1,1
4.585420052,0.04040683439,11.10792378,1,0,0,0,0
3.676162798,0.6268449817,4.270175232,1,0,0,1,1
34.21555364,3.075798933,0.3628457905,1,0,0,0,0
1.042276358,0.04031414764,0.1432568014,0,1,0,1,0
3.598185661,3.901866256,1.108634423,1,0,0,1,0
0.6094131915,4.662835918,1.24916772,0,0,0,1,0
16.35941915,0.3920304201,4.419173094,1,0,0,1,1
6.024123656,0.3655116744,2.008985747,1,1,0,1,0
3.29382721,0.6232310011,17.35642369,1,0,0,1,1
2.777923111,16.87223749,1.192731543,1,1,1,0,0
2.102900641,1.124193885,0.581934816,1,1,0,1,0
6.512489625,1.567872371,1.448939293,1,1,0,1,0
2.085721257,0.2624832065,0.7759813962,1,0,0,1,0
21.20636061,10.23843635,0.368830262,1,0,0,0,0
52.84562525,7.987467423,1.536461758,1,0,0,0,0
4.159455704,4.720752728,2.62429586,1,0,0,1,0
44.75785716,1.290706155,0.7395621202,1,0,0,1,0
49.44609971,27.31292744,0.3194652157,1,0,0,1,0
45.22507486,0.0165487591,4.42885587,1,0,0,0,0
12.37992391,1.782491479,5.186312766,1,0,0,1,1
13.28849244,14.64403192,0.5974790981,1,1,0,0,0
3.901511423,0.3434378333,0.2878503879,1,1,0,0,0
2.441900235,0.1544985406,0.7227798879,1,0,0,1,0
17.19782138,0.01772466936,0.3986100813,1,0,0,1,0
30.65922164,1.458677957,1.166610364,1,0,0,1,0
3.507555489,1.873503384,2.393816879,1,0,0,1,0
1.336344799,0.9020558777,0.0846767163,0,1,0,0,0
10.13299287,0.6487345908,1.207432497,1,1,1,1,0
8.447574263,0.8452672941,1.721906674,1,1,0,1,0
9.590303914,12.89135514,0.3889112918,1,0,0,1,0
23.67524155,338.6756123,1.639143497,1,1,0,1,0
5.349723024,2.4165212,0.5423181054,1,0,0,1,0
2.958838313,0.02538395235,0.7910066328,1,1,0,1,0
19.63887598,70.88026025,0.2469512172,1,0,0,0,0
26.65896618,4.156167192,0.1470021089,1,1,0,0,0
14.50828425,0.1599804059,1.074702915,1,1,0,0,0
10.9479949,2.252920029,11.35833681,1,1,1,1,0
17.51759342,2.629135128,1.407090536,1,0,0,0,0
1.984389593,11.4894082,1.883528718,1,1,0,0,0
170.334828,3.607360525,1.159270292,1,0,0,0,0
26.08166177,1.736176378,0.2182632807,1,0,1,1,0
19.65669806,0.1095720518,0.3471900316,1,1,1,1,0
18.34143931,2.428753298,2.989752381,1,0,0,0,0
8.814774323,3.399460686,0.208658858,1,0,0,1,0
2.376633743,0.5201941931,0.3875576227,1,0,1,0,0
29.23389701,0.1517488209,1.739060251,1,0,1,1,0
45.50388,1.617244739,7.269819966,1,0,0,1,1
9.171677983,0.05534129339,0.3921740385,1,0,1,0,0
5.984513056,9.938406737,3.718933437,1,1,0,1,0
115.4070798,14.57390808,1.184462989,1,1,0,0,0
3.838598634,0.01033552803,38.84759887,1,0,0,0,0
5.502961083,1.233600506,1.33178563,1,0,0,1,0
9.888993635,0.4661206803,0.4209301119,1,0,0,1,0
53.68933684,0.8899567734,0.3994756742,1,0,0,0,0
11.7996508,1.257612811,2.654612889,1,0,0,1,0
293.6253838,18.2560623,0.6109370895,1,0,0,0,0
9.690146283,2.485059075,0.2125339745,1,1,0,1,0
3.121686135,1.307595756,1.027679361,1,0,0,0,0
14.57504708,0.9028245263,0.09100055915,1,1,0,0,0
6.681691697,1.045049732,0.9030267346,1,1,0,1,0
24.5896953,12.58405594,1.606613415,1,0,1,1,0
1.018300853,1.626186936,1.618827514,0,0,1,0,0
7.164641151,0.1637282973,0.1971683348,1,1,0,1,0
18.69131627,0.1000205421,0.4774103044,1,0,0,0,0
9.399200317,0.1804885382,0.5710088472,1,0,0,0,0
35.14484791,3.244548015,2.428088185,1,0,0,1,0
34.84093333,122.3574637,6.732774992,1,0,0,1,1
25.07473665,2.74661428,0.9685238763,1,0,0,1,0
23.48241918,0.255260663,1.160794774,1,1,1,1,0
5.147465394,0.5642875041,3.936853598,1,1,0,1,0
16.47594993,0.2813841639,0.9891376193,1,1,0,1,0
1.945146479,0.7918012978,0.4184684298,1,0,1,0,0
12.72377071,0.4242499591,0.2614877074,1,1,0,0,0
23.87640486,0.6064676801,2.921995599,1,1,0,1,0
0.8644745952,0.1921746139,3.577052423,0,0,1,1,0
27.47754928,3.235742124,0.3465281642,1,1,1,1,0
15.87636643,0.1529623106,2.924792464,1,0,0,0,0
6.205235759,2.080860746,0.4571239107,1,0,0,1,0
1.326537994,4.228854893,0.9561954077,0,0,0,1,0
50.9218921,6.053276686,0.4556170631,1,1,0,0,0
10.02036629,1.807276511,0.3576414294,1,0,0,1,0
9.674476414,2.572841666,0.3942204682,1,0,0,1,0
32.67225898,0.6123053107,5.186139939,1,0,0,0,0
44.99549762,0.1171004499,0.3454768997,1,0,0,1,0
11.05180004,6.520209367,0.7939405889,1,1,0,1,0
3.919600543,4.713811214,2.760435548,1,0,0,0,0
2.101888215,0.473084426,0.3426977693,1,0,0,0,0
7.409968496,8.818756592,2.288129912,1,0,0,1,0
32.58312277,1.948971891,3.184898498,1,0,0,1,0
62.55349445,6.333516065,2.887425845,1,1,0,0,0
36.20996555,4.750464252,0.1764093907,1,1,0,1,0
1.119409656,3.76233228,1.600286126,0,0,0,0,0
22.47918523,1.54600079,1.290215465,1,0,0,1,0
4.172427885,0.6249994796,0.361830526,1,0,0,0,0
9.955746527,0.02861440845,0.2803186524,1,0,0,1,0
1.210583431,9.239370242,6.441013553,0,0,0,1,1
4.759170426,33.23151195,0.2689589122,1,0,0,1,0
11.36964634,0.1823553485,1.143419424,1,1,0,1,0
3.608486652,0.8583750212,0.8751000908,1,0,0,1,0
8.196327881,0.4626883227,0.3327918659,1,0,0,0,0
4.214478594,0.1012626328,2.185613329,1,1,0,0,0
0.1216646987,4.482058424,0.5995513565,0,0,0,0,0
245.00843,0.1286071794,0.7566437888,1,0,1,1,0
31.70024911,3.213095017,0.1161540977,1,1,0,1,0
21.68517096,0.3105545367,0.2834288479,1,0,0,1,0
1.69240826,0.5870914892,1.37939199,0,1,0,1,0
47.92031997,0.4924170477,3.259338218,1,0,0,0,0
0.662432102,0.1956229296,4.170603438,0,1,0,1,1
1.622083498,6.716181286,3.294878762,0,1,0,0,0
14.01027919,0.02520454097,0.9905672231,1,1,0,1,0
27.97944427,1.546599194,0.8183460891,1,0,0,0,0
10.5919903,7.156691983,1.345348753,1,0,0,1,0
11.59959219,16.08527596,0.9892885418,1,0,0,1,0
102.4673975,0.6330933565,0.7325908993,1,0,0,1,1
1.296984342,0.9157856597,0.3155676148,0,1,1,1,0
28.73297113,0.178965849,0.9661311464,1,0,0,0,0
15.24759093,0.1209180343,1.364592584,1,0,1,1,0
5.565856224,0.9873760339,1.418306267,1,0,0,0,0
5.049142961,3.524180345,3.178674904,1,0,0,1,0
0.6270424096,6.265446723,0.7539463903,0,0,0,1,0
15.58402131,0.4741722267,2.749765761,1,1,0,0,0
29.91498001,0.378970453,1.374266393,1,0,0,1,0
160.2568634,0.3285232396,0.2159177393,1,1,0,1,0
84.77382212,0.7028590416,2.262674546,1,0,0,0,0
5.433393375,5.354916979,7.327123693,1,0,0,1,1
17.96343871,0.4578130719,1.21404525,1,0,0,1,0
5.227361807,1.770026497,0.3207510676,1,1,0,1,0
14.34784885,0.4253323524,3.637846445,1,1,1,1,0
125.5593986,2.922677198,0.6467962648,1,1,0,1,0
1.263743605,3.998260885,1.482527795,0,1,0,1,0
3.590860331,1.352189955,0.8623090416,1,0,0,1,0
9.421112166,49.42742776,0.2954196915,1,0,0,0,0
0.3324769146,1.177021634,3.24199909,0,0,1,1,0
18.4618039,1.294667656,1.036270245,1,0,0,0,0
1.283659309,4.456853062,2.746252445,0,1,0,1,0
8.785977383,0.100634555,6.816689259,1,0,0,1,1
3.523377028,2.726956751,3.89321124,1,0,0,1,0
8.729335246,0.2212741856,0.8590922634,1,0,0,0,0
13.97102807,0.1780383842,0.6192114058,1,0,0,0,0
75.52074333,1.557630377,0.909802923,1,0,0,1,0
4.577319738,1.233593978,0.2872438382,1,0,0,1,0
7.224467036,5.692816553,0.2645922089,1,1,0,1,0
54.41691926,0.2901372551,0.2270592992,1,0,0,0,0
61.86156256,11.49559007,0.8948730894,1,0,0,1,0
14.27819259,0.4344217842,2.267676354,1,1,0,1,0
2.185557961,2.637976407,0.5547510897,1,1,0,1,0
12.99094631,1.852998185,7.711156248,1,0,0,0,0
0.7967288078,0.482751531,0.7772101994,0,1,0,1,0
3.407156708,3.262499405,0.2852162291,1,1,0,0,0
615.3978225,0.9666679822,0.4768299287,1,0,0,1,1
4.130415334,0.01531202575,1.984517907,1,1,0,1,0
4.372174281,2.799923913,0.5780719805,1,1,0,1,0
25.99407688,16.5581095,1.23247118,1,0,0,1,0
32.8132653,0.1683050247,0.4302826582,1,0,0,1,0
9.615235668,0.433473868,0.5073938337,1,0,1,1,0
4.458868384,0.1982089621,0.9933836474,1,0,0,1,0
27.95244993,0.2396165143,0.09305356781,1,0,0,1,0
14.82505612,2.152161976,1.857686976,1,0,0,1,0
1.4515376,0.6424536221,0.2641635941,0,1,0,1,0
7.834050832,4.408700499,1.254881123,1,1,0,1,0
38.45718469,0.857306491,1.718929687,1,0,0,1,0
77.72032611,0.3276847623,2.363703337,1,0,0,1,0
81.11213286,0.1158888882,2.683508091,1,0,0,1,0
12.28244731,0.04410432717,0.99783229,1,0,0,1,0
2.39915029,0.6406860328,0.8502677282,1,0,0,1,0
0.7558172009,1.096730345,1.136936379,0,1,0,1,0
1.256138592,5.962056684,1.937071069,0,1,1,0,0
31.94964102,1.179953867,5.929279939,1,0,0,1,1
145.2144187,0.1550521469,2.175098163,1,0,0,0,0
25.72079914,2.434668519,1.420118798,1,1,0,1,0
34.76142647,0.1091312586,1.653387387,1,1,0,0,0
6.796390709,0.2635881752,0.2269188918,1,1,0,0,0
3.993316767,0.9727554733,1.058742094,1,0,0,0,0
7.491553698,2.854105668,2.338508525,1,1,0,0,0
6.534218859,0.7607764019,2.435119145,1,0,0,1,0
12.60409891,1.047909156,3.145731168,1,0,0,0,0
35.12518113,1.447240207,0.6339674487,1,1,0,1,0
37.34362884,0.7791560207,0.6686233933,1,1,0,0,0
6.425621541,0.13810426,0.6461100341,1,0,0,1,0
5.250587589,0.2399401979,0.2062656708,1,0,0,1,0
0.3717488639,0.3497266861,4.396910261,0,0,1,1,0
20.01470563,1.026018204,3.710706449,1,1,0,0,0
6.915000248,7.125613664,0.9801001894,1,0,0,1,0
4.08723236,7.574105732,0.4235375591,1,1,0,1,0
4.907088779,0.3728402578,0.6928396603,1,0,0,1,0
9.607164719,0.2641309576,0.7281318628,1,0,0,1,0
15.14591841,1.488907563,0.6904536287,1,0,0,0,0
14.80814107,0.5223737789,0.4165420165,1,0,0,1,0
1.373187576,1.952726987,1.44090718,0,0,0,1,0
20.42589753,1.20503889,1.421565237,1,1,0,1,0
8.660878985,2.621417733,0.7629915813,1,0,0,1,0
22.62532043,0.3337621399,1.427497303,1,0,0,1,0
27.9939579,0.1832607379,1.263969203,1,0,0,0,0
7.789033134,0.4765634605,2.294807627,1,1,0,1,0
4.553493245,2.77272924,1.512973372,1,0,1,1,0
20.5519308,37.27174557,0.6437280991,1,1,0,0,0
46.76287821,0.05291660378,1.490174874,1,0,0,1,0
175.3149302,0.8829713916,1.134477164,1,1,0,1,0
0.6277815921,2.110853132,0.2393167211,0,0,0,0,0
18.44147999,0.516846917,0.8150278594,1,1,0,0,0
102.2530513,1.369507998,2.09732063,1,0,0,0,0
16.63203514,0.4210920034,4.292576082,1,1,0,0,0
1.677689608,2.07568806,1.311170692,0,0,0,0,0
5.844261033,33.03650937,4.543928673,1,0,0,1,1
9.59066725,0.4404818907,2.15072663,1,0,0,1,0
1.3101328,6.548665561,3.407193955,0,0,0,1,0
5.129510494,0.1734641513,0.5470751903,1,1,0,1,0
8.005649906,0.817118135,0.889265032,1,1,0,0,0
3.356172972,0.7686137618,2.487079597,1,0,0,1,0
13.36871463,0.04548544754,1.114263457,1,1,1,0,0
3.290366979,0.1287236035,2.681704856,1,1,0,0,0
7.243458573,2.892023322,1.451406312,1,0,0,0,0
9.040621805,1.517317411,0.08731744401,1,1,0,1,0
8.734070886,0.5445199582,2.71050457,1,0,0,0,0
28.93217299,3.65190312,0.3631054019,1,0,1,1,0
1.53330968,0.7586481264,0.2186812503,0,0,0,1,0
9.159187394,1.730341377,0.490406167,1,1,0,1,0
16.97615369,0.109087545,0.1969528059,1,1,0,1,0
11.65358516,0.2858055617,3.277714479,1,0,0,1,0
3.79089688,0.1995146767,0.8652464656,1,0,0,1,0
11.71104354,0.6168499616,3.846728463,1,1,1,0,0
5.38316774,1.425903833,3.629675329,1,0,0,1,0
2.990060631,5.951722169,4.765557494,1,0,0,0,0
2.456472827,3.532512202,0.4975856639,1,0,0,0,0
19.94542229,0.05324586318,0.445520764,1,0,0,0,0
4.397321523,0.4716348748,0.1837549877,1,0,0,0,0
5.316283656,0.3900147954,0.2524999562,1,0,1,1,0
200.7145219,8.366249435,1.183998563,1,0,0,0,0
27.62231073,4.297933156,0.7482390569,1,0,0,0,0
13.11789034,6.52611145,0.5946304126,1,0,0,1,0
20.08406791,2.073688379,0.7221166046,1,1,0,0,0
3.207609746,8.942616484,1.984649321,1,0,0,0,0
6.025321708,2.587008357,6.174002916,1,1,0,1,1
0.4078820852,0.1388989238,0.9836012691,0,0,0,1,0
5.469604592,0.460012514,0.2243319866,1,0,0,0,0
10.42448904,0.6756573105,0.1134862516,1,0,0,0,0
21.64845591,0.6534729818,2.39749046,1,0,0,0,0
2.403584245,0.08504652477,1.934205034,1,1,1,1,0
47.64893323,0.1114186024,5.176889495,1,0,0,1,1
1.776860052,0.2407925597,1.897899797,0,1,0,1,0
2.918389338,0.6732043648,0.4373147833,1,0,1,1,0
67.54099907,0.2178582959,0.4043465931,1,1,0,1,0
6.177053245,1.79130239,0.3072838823,1,0,0,0,0
54.27990767,1.052817719,1.486082843,1,0,1,1,0
47.45441763,0.2435859809,2.5620871,1,0,0,1,0
6.350689229,0.9984135567,0.09371803129,1,0,0,1,0
42.88806741,0.03637420354,0.3372804849,1,0,0,1,0
19.63432416,15.67092623,8.162949303,1,1,0,0,0
46.42904951,2.696329896,1.636386699,1,0,0,1,0
713.3507923,1.919533336,0.2265526797,1,1,0,1,0
52.8681809,7.152389613,5.003551101,1,0,0,0,0
1.720028229,0.1288590935,0.8311309195,0,1,0,1,0
6.641221597,4.032906459,0.1643348892,1,0,0,0,0
65.91237371,4.763739904,0.8213366844,1,1,0,0,0
39.20198657,13.61161911,0.174482247,1,0,0,1,0
13.91838634,1.09745404,3.175309876,1,0,0,1,0
13.46657272,0.06221133863,0.3913647237,1,1,0,1,0
262.080115,11.35625672,1.717388357,1,1,0,0,0
3.241858095,1.911793222,0.3850749804,1,0,0,1,0
10.31572486,2.061910158,6.528905014,1,0,1,1,0
8.870848838,3.790830207,0.2615084811,1,0,0,0,0
2.787346969,0.1565240464,0.9844892517,1,1,0,0,0
9.424992006,0.2316904687,1.716878187,1,0,1,0,0
43.95832623,1.769784599,0.1651333318,1,0,0,1,0
9.363382793,1.353749881,0.68553737,1,1,0,0,0
6.003205101,0.6685720129,0.7143032657,1,1,0,0,0
8.120901015,0.2131055893,1.590391056,1,1,0,1,0
17.20385701,0.1769003603,0.501770841,1,0,0,1,0
7.345422321,0.6979806944,0.1938641388,1,0,0,1,0
60.86992173,12.11317693,1.762406902,1,0,0,0,0
224.1268149,3.648776802,0.9964209046,1,0,0,1,1
33.14609405,12.94788232,1.260398335,1,0,0,1,0
9.354431859,2.177909314,2.199705483,1,1,0,0,0
32.95914449,0.1143434122,2.857649832,1,0,0,1,0
19.36767458,0.2096461033,1.852858786,1,0,0,0,0
83.42950088,4.211741755,0.6783339934,1,0,0,1,0
160.9171161,1.266531205,4.307722475,1,0,0,1,1
8.935167273,1.112997015,1.201630121,1,0,0,1,0
21.12818672,0.0892896617,0.8153045232,1,1,0,1,0
29.40051198,0.09613309428,0.3582366357,1,1,0,1,0
29.61729821,0.07120727458,1.176237995,1,1,0,0,0
17.11535717,0.008411663629,0.2628693435,1,0,0,0,0
5.278271042,4.18403119,1.131492212,1,1,0,0,0
11.24872054,0.4229710115,1.592021986,1,1,0,0,0
132.2878663,17.82854128,0.118647061,1,0,0,0,0
23.72030572,3.105122502,3.099158315,1,0,0,0,0
12.85720804,1.214480942,2.137530993,1,0,0,1,0
2.47826094,0.3758365534,3.306828825,1,0,0,1,0
22.13015487,0.5030835241,0.9435277216,1,0,0,1,0
51.37821228,0.6756885897,0.2217377353,1,0,0,0,0
9.300915111,0.8337746795,1.911566284,1,0,0,0,0
5.490170091,4.097989771,0.7783616948,1,0,0,0,0
33.45945112,0.1691618754,1.339334562,1,0,0,0,0
12.79005282,1.781885462,1.148556766,1,1,0,1,0
2.443919736,1.651687047,0.5844834394,1,1,0,0,0
53.61883678,6.210790607,2.166167858,1,1,0,1,0
1.764857678,1.843785521,1.210301726,0,0,0,1,0
8.716414386,5.886470602,0.3920785079,1,0,1,1,0
0.8166005875,4.122351897,0.7456852093,0,1,0,1,0
159.3067686,4.686913215,2.59064041,1,0,0,1,1
10.66002398,1.322866072,4.315506155,1,1,0,0,0
7.210448377,0.3786521912,1.460735837,1,0,0,1,0
15.13656033,1.897836259,0.7594454044,1,0,0,0,0
4.166118244,1.243384902,0.9017192003,1,0,0,1,0
2.857427594,0.747016071,0.1680797778,1,0,0,1,0
23.11959265,0.04674737212,1.406047102,1,1,0,1,0
8.710986339,0.3678278917,0.7340258962,1,0,0,1,0
11.20641965,5.865858369,3.257752216,1,0,0,1,0
6.463373765,0.3034979423,0.9003025047,1,0,0,0,0
5.544353207,0.1287651188,23.29861609,1,0,0,1,1
2.479250259,1.71863476,1.509139394,1,1,0,1,0
1.208999415,3.185617682,1.133932452,0,0,0,1,0
126.5243556,1.076330386,0.9718997383,1,0,0,0,0
18.39874384,0.1619291207,0.9541696327,1,1,0,1,0
22.33062236,1.102213091,0.7198507447,1,0,0,0,0
3.652043496,0.1307065983,0.1529155415,1,1,0,0,0
53.14810977,10.28531499,2.695387615,1,1,0,0,0
0.6861756842,0.1195085059,1.248100189,0,0,0,1,0
8.527679052,5.628957338,1.252644968,1,0,1,0,0
3.611645997,0.7093390111,1.932148455,1,0,1,0,0
16.14495689,0.05546306286,2.552453871,1,1,0,1,0
19.73411306,3.262983813,2.457812856,1,1,0,0,0
11.19335327,6.141592438,1.045573498,1,0,0,0,0
7.469549631,1.344106193,0.2747773387,1,1,0,1,0
15.49028703,0.1310987216,1.342377444,1,0,0,0,0
6.84189067,4.466646846,4.13614356,1,0,0,0,0
2.709942386,0.2019164199,0.2256596019,1,0,0,0,0
19.34426555,2.209406017,1.262586196,1,1,0,0,0
30.7641933,0.7802312253,0.2392989901,1,0,0,1,0
2.933868208,0.1333295214,1.059048368,1,0,1,1,0
3.870031133,1.463146688,0.4250256191,1,1,0,1,0
58.15469024,0.1238425561,0.7567622147,1,1,0,1,0
2.71995407,0.3566156425,4.765107464,1,1,0,1,1
11.31811485,2.119854994,3.41795487,1,1,0,1,0
18.48756885,45.32486127,1.607316879,1,0,0,1,0
4.151555822,1.521410301,3.756933046,1,0,0,1,0
7.788275057,0.3852420412,8.012180302,1,0,0,0,0
51.75408505,15.42204916,1.318521406,1,0,0,0,0
27.35684384,1.221837599,2.441984609,1,1,0,0,0
384.0965747,0.117642359,0.7732845874,1,0,0,0,0
15.14301104,0.1011493608,0.3776091088,1,0,0,1,0
42.0564539,0.3333028598,0.3797743555,1,0,0,1,0
7.355342113,6.083109386,1.371397684,1,0,0,0,0
6.910208876,2.23770748,1.191972435,1,0,0,1,0
92.39661035,2.926150041,0.2398231659,1,1,0,1,0
14.0957676,0.4529284793,2.503836974,1,1,0,1,0
0.9408593313,4.147151718,1.055022234,0,0,0,0,0
0.5714136213,16.34551136,0.3294523886,0,0,0,0,0
25.97901558,0.3571285714,0.4490978626,1,1,0,1,0
28.60908333,0.2184352616,11.71376056,1,0,0,0,0
5.183216626,0.04940853542,1.812280853,1,1,0,1,0
0.7745812246,0.4899402649,1.275232987,0,0,0,0,0
11.81716079,2.654715564,0.9758362154,1,1,0,1,0
19.82079875,1.353244342,0.4651928791,1,1,0,1,0
49.97995547,0.6659570167,0.9779583251,1,1,0,1,0
90.88132953,0.8332822806,2.666326457,1,0,0,0,0
1.931263215,0.8110615537,1.228172619,1,0,0,1,0
5.285164067,3.011064106,0.4831256947,1,0,0,0,0
1.344491912,3.383405502,0.7870853128,0,1,0,1,0
1.013980449,0.5026970975,5.556962148,0,0,0,1,1
3.399479106,0.3330296202,0.4727114973,1,1,0,1,0
8.348578155,0.06238575929,0.354347877,1,0,0,1,0
10.82804265,0.01595184442,0.9758997415,1,0,0,0,0
6.205964623,0.4896150832,0.8985825421,1,0,0,1,0
22.27630806,0.03257024042,5.464320106,1,0,1,1,0
5.228408014,9.010124711,1.053800874,1,0,0,1,0
6.065995019,1.594076407,1.643241163,1,0,0,1,0
6.701901993,0.1078236897,1.549203557,1,1,1,0,0
5.454167961,17.55480032,2.622272867,1,1,0,1,0
9.517065284,0.8090123772,8.88398183,1,0,0,1,1
3.937254421,0.3773815499,0.7300512142,1,0,0,1,0
1.793782038,9.774672672,0.7752490926,0,0,0,1,0
2.001534805,0.4140903559,0.3432665794,1,1,1,1,0
133.4033204,16.7138423,1.083865547,1,0,0,0,0
1.949868361,0.1306344549,0.5239851648,1,0,0,1,0
16.45798841,0.1430407115,0.7526728255,1,1,0,1,0
19.09790298,0.03381591589,1.8727873,1,0,0,0,0
1.260613425,0.05288593155,0.9099431198,0,0,0,1,0
1.652310135,1.574794621,1.866198313,0,0,1,1,0
14.94506474,1.569340352,74.22259531,1,0,1,1,0
35.49159273,0.24385518,3.119149078,1,0,0,1,0
4.265979595,1.227743831,0.1915233424,1,0,0,1,0
0.4518280805,0.4580944681,1.525940603,0,0,0,0,0
5.143514966,0.03197114545,2.239356478,1,0,1,1,0
26.65234706,9.574402549,2.76030043,1,1,1,1,0
36.99111261,0.1163433733,3.355627873,1,0,0,0,0
3.999486195,11.9601795,3.171589105,1,0,0,1,0
19.52304632,15.23782399,0.3390019282,1,0,0,1,0
25.05834247,0.396682277,0.944571063,1,1,0,0,0
12.06919431,0.09785089062,0.2315068455,1,0,0,1,0
5.341288539,0.7328138354,1.975393862,1,0,0,0,0
32.77505014,11.94655333,1.145273187,1,1,0,0,0
64.32937126,1.064810548,3.261732191,1,0,0,1,0
8.584453073,3.907395817,1.649555267,1,0,0,1,0
6.784448921,0.4598203686,0.6047747805,1,1,1,1,0
15.38804901,0.9159725581,3.063546118,1,0,0,0,0
43.68995354,4.334968415,1.871010907,1,0,0,0,0
66.78151625,9.490147668,2.583163963,1,0,0,1,0
32.08430044,0.1296781337,0.2956941533,1,0,0,1,0
20.88036043,5.154210979,0.4879237661,1,0,0,1,0
84.94031194,2.856926584,0.4239651331,1,0,0,0,0
16.88271642,0.6605540636,0.3825498054,1,1,0,1,0
28.35857634,1.653039797,0.2435244024,1,0,0,1,0
15.41763923,1.877288094,0.9341292262,1,0,0,0,0
19.81342236,0.2995329546,0.527478711,1,0,0,1,0
3.989909097,0.2801446618,0.355213844,1,0,0,1,0
33.2409151,1.523338501,0.3847158943,1,1,1,1,0
14.87435712,13.20758014,0.5656435989,1,0,0,1,0
76.28730096,0.5728190089,3.277468617,1,0,0,1,0
31.22462123,1.564118598,0.565767371,1,1,0,1,0
2.167213932,0.276121347,0.2451173884,1,1,0,1,0
9.830533734,0.549949344,0.5171301161,1,1,0,0,0
2.250374376,0.07549202341,1.711111671,1,0,0,0,0
11.70544693,3.370099014,2.754112984,1,0,1,1,0
19.07783811,1.481533261,3.948086458,1,0,0,0,0
3.614592682,0.404626645,2.225417826,1,1,0,1,0
20.97682168,0.4965553284,16.92785181,1,0,0,0,0
0.7294108903,2.26833665,0.392312724,0,0,0,1,0
2.613499075,0.02219271236,0.08479886538,1,0,0,1,0
5.040405846,4.079497333,2.745117205,1,1,0,0,0
